,Iteration,Time,Fitness,FEvals,use_fast_mimic,Population Size,Keep Percent,max_iters
91,91,0.8963440999999648,30.0,1932.0,True,20,0.05,200
92,92,0.9056870000000004,30.0,1953.0,True,20,0.05,200
93,93,0.9153215999999702,30.0,1974.0,True,20,0.05,200
94,94,0.9248245999999654,30.0,1995.0,True,20,0.05,200
95,95,0.9342972000000032,30.0,2016.0,True,20,0.05,200
96,96,0.9436564000000089,30.0,2037.0,True,20,0.05,200
97,97,0.9529339999999706,30.0,2058.0,True,20,0.05,200
98,98,0.9623279999999568,30.0,2079.0,True,20,0.05,200
99,99,0.9714936999999964,30.0,2100.0,True,20,0.05,200
100,100,0.9824644999999919,30.0,2121.0,True,20,0.05,200
101,101,0.992011199999979,30.0,2142.0,True,20,0.05,200
102,0,0.0014656999999829168,25.0,20.0,True,20,0.1,200
103,1,0.026710999999977503,33.0,42.0,True,20,0.1,200
104,2,0.03695449999997891,35.0,64.0,True,20,0.1,200
105,3,0.04719139999997424,35.0,85.0,True,20,0.1,200
106,4,0.05733149999997522,35.0,106.0,True,20,0.1,200
107,5,0.06671569999997473,35.0,127.0,True,20,0.1,200
108,6,0.07657139999997753,35.0,148.0,True,20,0.1,200
109,7,0.08594579999999041,35.0,169.0,True,20,0.1,200
110,8,0.09672810000000709,35.0,190.0,True,20,0.1,200
111,9,0.10748150000000578,35.0,211.0,True,20,0.1,200
112,10,0.11729639999998653,35.0,232.0,True,20,0.1,200
113,11,0.12748929999997927,35.0,253.0,True,20,0.1,200
114,12,0.1371936999999548,35.0,274.0,True,20,0.1,200
115,13,0.14720180000000482,35.0,295.0,True,20,0.1,200
116,14,0.15739459999997507,35.0,316.0,True,20,0.1,200
117,15,0.16701929999999265,35.0,337.0,True,20,0.1,200
118,16,0.17691839999997683,35.0,358.0,True,20,0.1,200
119,17,0.18714109999996253,35.0,379.0,True,20,0.1,200
120,18,0.19725039999997307,35.0,400.0,True,20,0.1,200
121,19,0.2078007999999727,35.0,421.0,True,20,0.1,200
122,20,0.2176087999999936,35.0,442.0,True,20,0.1,200
123,21,0.22768899999999803,35.0,463.0,True,20,0.1,200
124,22,0.23732530000000907,35.0,484.0,True,20,0.1,200
125,23,0.24744529999998122,35.0,505.0,True,20,0.1,200
126,24,0.2580784999999537,35.0,526.0,True,20,0.1,200
127,25,0.26806069999997817,35.0,547.0,True,20,0.1,200
128,26,0.2780630999999971,35.0,568.0,True,20,0.1,200
129,27,0.2876769000000081,35.0,589.0,True,20,0.1,200
130,28,0.2979060999999774,35.0,610.0,True,20,0.1,200
131,29,0.3079860999999937,35.0,631.0,True,20,0.1,200
132,30,0.3178946999999539,35.0,652.0,True,20,0.1,200
133,31,0.3279002999999534,35.0,673.0,True,20,0.1,200
134,32,0.3376777999999945,35.0,694.0,True,20,0.1,200
135,33,0.3478285999999571,35.0,715.0,True,20,0.1,200
136,34,0.357699499999967,35.0,736.0,True,20,0.1,200
137,35,0.367112499999962,35.0,757.0,True,20,0.1,200
138,36,0.37713589999998476,35.0,778.0,True,20,0.1,200
139,37,0.3866302999999789,35.0,799.0,True,20,0.1,200
140,38,0.3964384999999879,35.0,820.0,True,20,0.1,200
141,39,0.4064232000000061,35.0,841.0,True,20,0.1,200
142,40,0.41564829999998665,35.0,862.0,True,20,0.1,200
143,41,0.42553549999996676,35.0,883.0,True,20,0.1,200
144,42,0.43472709999997505,35.0,904.0,True,20,0.1,200
145,43,0.44440819999999803,35.0,925.0,True,20,0.1,200
146,44,0.45405940000000555,35.0,946.0,True,20,0.1,200
147,45,0.46365459999998393,35.0,967.0,True,20,0.1,200
148,46,0.4735590999999886,35.0,988.0,True,20,0.1,200
149,47,0.482678299999975,35.0,1009.0,True,20,0.1,200
150,48,0.4924272000000087,35.0,1030.0,True,20,0.1,200
151,49,0.5016154999999571,35.0,1051.0,True,20,0.1,200
152,50,0.5111491999999771,35.0,1072.0,True,20,0.1,200
153,51,0.5207937999999785,35.0,1093.0,True,20,0.1,200
154,52,0.5302051999999549,35.0,1114.0,True,20,0.1,200
155,53,0.5398160999999959,35.0,1135.0,True,20,0.1,200
156,54,0.5488040999999839,35.0,1156.0,True,20,0.1,200
157,55,0.5584723000000054,35.0,1177.0,True,20,0.1,200
158,56,0.5676660999999967,35.0,1198.0,True,20,0.1,200
159,57,0.577073299999995,35.0,1219.0,True,20,0.1,200
160,58,0.5865023999999721,35.0,1240.0,True,20,0.1,200
161,59,0.5959406999999715,35.0,1261.0,True,20,0.1,200
162,60,0.6051880999999639,35.0,1282.0,True,20,0.1,200
163,61,0.6146210999999653,35.0,1303.0,True,20,0.1,200
164,62,0.6243076000000087,35.0,1324.0,True,20,0.1,200
165,63,0.6333457000000067,35.0,1345.0,True,20,0.1,200
166,64,0.6427732999999876,35.0,1366.0,True,20,0.1,200
167,65,0.6521346999999764,35.0,1387.0,True,20,0.1,200
168,66,0.6615128999999911,35.0,1408.0,True,20,0.1,200
169,67,0.6707776000000081,35.0,1429.0,True,20,0.1,200
170,68,0.6802796000000058,35.0,1450.0,True,20,0.1,200
171,69,0.6898331999999527,35.0,1471.0,True,20,0.1,200
172,70,0.6989939999999706,35.0,1492.0,True,20,0.1,200
173,71,0.7086069999999722,35.0,1513.0,True,20,0.1,200
174,72,0.7176385999999866,35.0,1534.0,True,20,0.1,200
175,73,0.7273890999999821,35.0,1555.0,True,20,0.1,200
176,74,0.7366482999999562,35.0,1576.0,True,20,0.1,200
177,75,0.7460942999999816,35.0,1597.0,True,20,0.1,200
178,76,0.7551969999999528,35.0,1618.0,True,20,0.1,200
179,77,0.7646338999999784,35.0,1639.0,True,20,0.1,200
180,78,0.7742164000000002,35.0,1660.0,True,20,0.1,200
181,79,0.7831751999999597,35.0,1681.0,True,20,0.1,200
182,80,0.7926808999999935,35.0,1702.0,True,20,0.1,200
183,81,0.8018900999999801,35.0,1723.0,True,20,0.1,200
184,82,0.8113078999999743,35.0,1744.0,True,20,0.1,200
185,83,0.8205798999999843,35.0,1765.0,True,20,0.1,200
186,84,0.8301588999999581,35.0,1786.0,True,20,0.1,200
187,85,0.8397594999999569,35.0,1807.0,True,20,0.1,200
188,86,0.848972099999969,35.0,1828.0,True,20,0.1,200
189,87,0.858618999999976,35.0,1849.0,True,20,0.1,200
190,88,0.8679096999999842,35.0,1870.0,True,20,0.1,200
191,89,0.8774852999999894,35.0,1891.0,True,20,0.1,200
192,90,0.8867849999999748,35.0,1912.0,True,20,0.1,200
193,91,0.8963440999999648,35.0,1933.0,True,20,0.1,200
194,92,0.9056870000000004,35.0,1954.0,True,20,0.1,200
195,93,0.9153215999999702,35.0,1975.0,True,20,0.1,200
196,94,0.9248245999999654,35.0,1996.0,True,20,0.1,200
197,95,0.9342972000000032,35.0,2017.0,True,20,0.1,200
198,96,0.9436564000000089,35.0,2038.0,True,20,0.1,200
199,97,0.9529339999999706,35.0,2059.0,True,20,0.1,200
200,98,0.9623279999999568,35.0,2080.0,True,20,0.1,200
201,99,0.9714936999999964,35.0,2101.0,True,20,0.1,200
202,100,0.9824644999999919,35.0,2122.0,True,20,0.1,200
203,101,0.992011199999979,35.0,2143.0,True,20,0.1,200
204,102,0.00045660000000680157,35.0,2164.0,True,20,0.1,200
205,0,0.0014656999999829168,25.0,20.0,True,20,0.4,200
206,1,0.026710999999977503,34.0,42.0,True,20,0.4,200
207,2,0.03695449999997891,34.0,63.0,True,20,0.4,200
208,3,0.04719139999997424,35.0,85.0,True,20,0.4,200
209,4,0.05733149999997522,35.0,106.0,True,20,0.4,200
210,5,0.06671569999997473,35.0,127.0,True,20,0.4,200
211,6,0.07657139999997753,35.0,148.0,True,20,0.4,200
212,7,0.08594579999999041,35.0,169.0,True,20,0.4,200
213,8,0.09672810000000709,35.0,190.0,True,20,0.4,200
214,9,0.10748150000000578,35.0,211.0,True,20,0.4,200
215,10,0.11729639999998653,35.0,232.0,True,20,0.4,200
216,11,0.12748929999997927,35.0,253.0,True,20,0.4,200
217,12,0.1371936999999548,35.0,274.0,True,20,0.4,200
218,13,0.14720180000000482,35.0,295.0,True,20,0.4,200
219,14,0.15739459999997507,35.0,316.0,True,20,0.4,200
220,15,0.16701929999999265,35.0,337.0,True,20,0.4,200
221,16,0.17691839999997683,35.0,358.0,True,20,0.4,200
222,17,0.18714109999996253,35.0,379.0,True,20,0.4,200
223,18,0.19725039999997307,35.0,400.0,True,20,0.4,200
224,19,0.2078007999999727,35.0,421.0,True,20,0.4,200
225,20,0.2176087999999936,35.0,442.0,True,20,0.4,200
226,21,0.22768899999999803,35.0,463.0,True,20,0.4,200
227,22,0.23732530000000907,35.0,484.0,True,20,0.4,200
228,23,0.24744529999998122,35.0,505.0,True,20,0.4,200
229,24,0.2580784999999537,35.0,526.0,True,20,0.4,200
230,25,0.26806069999997817,35.0,547.0,True,20,0.4,200
231,26,0.2780630999999971,35.0,568.0,True,20,0.4,200
232,27,0.2876769000000081,35.0,589.0,True,20,0.4,200
233,28,0.2979060999999774,35.0,610.0,True,20,0.4,200
234,29,0.3079860999999937,35.0,631.0,True,20,0.4,200
235,30,0.3178946999999539,35.0,652.0,True,20,0.4,200
236,31,0.3279002999999534,35.0,673.0,True,20,0.4,200
237,32,0.3376777999999945,35.0,694.0,True,20,0.4,200
238,33,0.3478285999999571,35.0,715.0,True,20,0.4,200
239,34,0.357699499999967,35.0,736.0,True,20,0.4,200
240,35,0.367112499999962,35.0,757.0,True,20,0.4,200
241,36,0.37713589999998476,35.0,778.0,True,20,0.4,200
242,37,0.3866302999999789,35.0,799.0,True,20,0.4,200
243,38,0.3964384999999879,35.0,820.0,True,20,0.4,200
244,39,0.4064232000000061,35.0,841.0,True,20,0.4,200
245,40,0.41564829999998665,35.0,862.0,True,20,0.4,200
246,41,0.42553549999996676,35.0,883.0,True,20,0.4,200
247,42,0.43472709999997505,35.0,904.0,True,20,0.4,200
248,43,0.44440819999999803,35.0,925.0,True,20,0.4,200
249,44,0.45405940000000555,35.0,946.0,True,20,0.4,200
250,45,0.46365459999998393,35.0,967.0,True,20,0.4,200
251,46,0.4735590999999886,35.0,988.0,True,20,0.4,200
252,47,0.482678299999975,35.0,1009.0,True,20,0.4,200
253,48,0.4924272000000087,35.0,1030.0,True,20,0.4,200
254,49,0.5016154999999571,35.0,1051.0,True,20,0.4,200
255,50,0.5111491999999771,35.0,1072.0,True,20,0.4,200
256,51,0.5207937999999785,35.0,1093.0,True,20,0.4,200
257,52,0.5302051999999549,35.0,1114.0,True,20,0.4,200
258,53,0.5398160999999959,35.0,1135.0,True,20,0.4,200
259,54,0.5488040999999839,35.0,1156.0,True,20,0.4,200
260,55,0.5584723000000054,35.0,1177.0,True,20,0.4,200
261,56,0.5676660999999967,35.0,1198.0,True,20,0.4,200
262,57,0.577073299999995,35.0,1219.0,True,20,0.4,200
263,58,0.5865023999999721,35.0,1240.0,True,20,0.4,200
264,59,0.5959406999999715,35.0,1261.0,True,20,0.4,200
265,60,0.6051880999999639,35.0,1282.0,True,20,0.4,200
266,61,0.6146210999999653,35.0,1303.0,True,20,0.4,200
267,62,0.6243076000000087,35.0,1324.0,True,20,0.4,200
268,63,0.6333457000000067,35.0,1345.0,True,20,0.4,200
269,64,0.6427732999999876,35.0,1366.0,True,20,0.4,200
270,65,0.6521346999999764,35.0,1387.0,True,20,0.4,200
271,66,0.6615128999999911,35.0,1408.0,True,20,0.4,200
272,67,0.6707776000000081,35.0,1429.0,True,20,0.4,200
273,68,0.6802796000000058,35.0,1450.0,True,20,0.4,200
274,69,0.6898331999999527,35.0,1471.0,True,20,0.4,200
275,70,0.6989939999999706,35.0,1492.0,True,20,0.4,200
276,71,0.7086069999999722,35.0,1513.0,True,20,0.4,200
277,72,0.7176385999999866,35.0,1534.0,True,20,0.4,200
278,73,0.7273890999999821,35.0,1555.0,True,20,0.4,200
279,74,0.7366482999999562,35.0,1576.0,True,20,0.4,200
280,75,0.7460942999999816,35.0,1597.0,True,20,0.4,200
281,76,0.7551969999999528,35.0,1618.0,True,20,0.4,200
282,77,0.7646338999999784,35.0,1639.0,True,20,0.4,200
283,78,0.7742164000000002,35.0,1660.0,True,20,0.4,200
284,79,0.7831751999999597,35.0,1681.0,True,20,0.4,200
285,80,0.7926808999999935,35.0,1702.0,True,20,0.4,200
286,81,0.8018900999999801,35.0,1723.0,True,20,0.4,200
287,82,0.8113078999999743,35.0,1744.0,True,20,0.4,200
288,83,0.8205798999999843,35.0,1765.0,True,20,0.4,200
289,84,0.8301588999999581,35.0,1786.0,True,20,0.4,200
290,85,0.8397594999999569,35.0,1807.0,True,20,0.4,200
291,86,0.848972099999969,35.0,1828.0,True,20,0.4,200
292,87,0.858618999999976,35.0,1849.0,True,20,0.4,200
293,88,0.8679096999999842,35.0,1870.0,True,20,0.4,200
294,89,0.8774852999999894,35.0,1891.0,True,20,0.4,200
295,90,0.8867849999999748,35.0,1912.0,True,20,0.4,200
296,91,0.8963440999999648,35.0,1933.0,True,20,0.4,200
297,92,0.9056870000000004,35.0,1954.0,True,20,0.4,200
298,93,0.9153215999999702,35.0,1975.0,True,20,0.4,200
299,94,0.9248245999999654,35.0,1996.0,True,20,0.4,200
300,95,0.9342972000000032,35.0,2017.0,True,20,0.4,200
301,96,0.9436564000000089,35.0,2038.0,True,20,0.4,200
302,97,0.9529339999999706,35.0,2059.0,True,20,0.4,200
303,98,0.9623279999999568,35.0,2080.0,True,20,0.4,200
304,99,0.9714936999999964,35.0,2101.0,True,20,0.4,200
305,100,0.9824644999999919,35.0,2122.0,True,20,0.4,200
306,101,0.992011199999979,35.0,2143.0,True,20,0.4,200
307,102,0.00045660000000680157,35.0,2164.0,True,20,0.4,200
308,103,0.014282100000002629,35.0,2185.0,True,20,0.4,200
309,0,0.0014656999999829168,25.0,20.0,True,20,0.8,200
310,1,0.026710999999977503,30.0,42.0,True,20,0.8,200
311,2,0.03695449999997891,30.0,63.0,True,20,0.8,200
312,3,0.04719139999997424,32.0,85.0,True,20,0.8,200
313,4,0.05733149999997522,32.0,106.0,True,20,0.8,200
314,5,0.06671569999997473,33.0,128.0,True,20,0.8,200
315,6,0.07657139999997753,33.0,149.0,True,20,0.8,200
316,7,0.08594579999999041,34.0,171.0,True,20,0.8,200
317,8,0.09672810000000709,34.0,192.0,True,20,0.8,200
318,9,0.10748150000000578,34.0,213.0,True,20,0.8,200
319,10,0.11729639999998653,34.0,234.0,True,20,0.8,200
320,11,0.12748929999997927,34.0,255.0,True,20,0.8,200
321,12,0.1371936999999548,34.0,276.0,True,20,0.8,200
322,13,0.14720180000000482,34.0,297.0,True,20,0.8,200
323,14,0.15739459999997507,34.0,318.0,True,20,0.8,200
324,15,0.16701929999999265,34.0,339.0,True,20,0.8,200
325,16,0.17691839999997683,34.0,360.0,True,20,0.8,200
326,17,0.18714109999996253,34.0,381.0,True,20,0.8,200
327,18,0.19725039999997307,34.0,402.0,True,20,0.8,200
328,19,0.2078007999999727,34.0,423.0,True,20,0.8,200
329,20,0.2176087999999936,34.0,444.0,True,20,0.8,200
330,21,0.22768899999999803,34.0,465.0,True,20,0.8,200
331,22,0.23732530000000907,34.0,486.0,True,20,0.8,200
332,23,0.24744529999998122,34.0,507.0,True,20,0.8,200
333,24,0.2580784999999537,34.0,528.0,True,20,0.8,200
334,25,0.26806069999997817,34.0,549.0,True,20,0.8,200
335,26,0.2780630999999971,34.0,570.0,True,20,0.8,200
336,27,0.2876769000000081,34.0,591.0,True,20,0.8,200
337,28,0.2979060999999774,34.0,612.0,True,20,0.8,200
338,29,0.3079860999999937,34.0,633.0,True,20,0.8,200
339,30,0.3178946999999539,34.0,654.0,True,20,0.8,200
340,31,0.3279002999999534,34.0,675.0,True,20,0.8,200
341,32,0.3376777999999945,34.0,696.0,True,20,0.8,200
342,33,0.3478285999999571,34.0,717.0,True,20,0.8,200
343,34,0.357699499999967,34.0,738.0,True,20,0.8,200
344,35,0.367112499999962,34.0,759.0,True,20,0.8,200
345,36,0.37713589999998476,34.0,780.0,True,20,0.8,200
346,37,0.3866302999999789,34.0,801.0,True,20,0.8,200
347,38,0.3964384999999879,34.0,822.0,True,20,0.8,200
348,39,0.4064232000000061,34.0,843.0,True,20,0.8,200
349,40,0.41564829999998665,34.0,864.0,True,20,0.8,200
350,41,0.42553549999996676,34.0,885.0,True,20,0.8,200
351,42,0.43472709999997505,34.0,906.0,True,20,0.8,200
352,43,0.44440819999999803,34.0,927.0,True,20,0.8,200
353,44,0.45405940000000555,34.0,948.0,True,20,0.8,200
354,45,0.46365459999998393,34.0,969.0,True,20,0.8,200
355,46,0.4735590999999886,34.0,990.0,True,20,0.8,200
356,47,0.482678299999975,34.0,1011.0,True,20,0.8,200
357,48,0.4924272000000087,34.0,1032.0,True,20,0.8,200
358,49,0.5016154999999571,34.0,1053.0,True,20,0.8,200
359,50,0.5111491999999771,34.0,1074.0,True,20,0.8,200
360,51,0.5207937999999785,34.0,1095.0,True,20,0.8,200
361,52,0.5302051999999549,34.0,1116.0,True,20,0.8,200
362,53,0.5398160999999959,34.0,1137.0,True,20,0.8,200
363,54,0.5488040999999839,34.0,1158.0,True,20,0.8,200
364,55,0.5584723000000054,34.0,1179.0,True,20,0.8,200
365,56,0.5676660999999967,34.0,1200.0,True,20,0.8,200
366,57,0.577073299999995,34.0,1221.0,True,20,0.8,200
367,58,0.5865023999999721,34.0,1242.0,True,20,0.8,200
368,59,0.5959406999999715,34.0,1263.0,True,20,0.8,200
369,60,0.6051880999999639,34.0,1284.0,True,20,0.8,200
370,61,0.6146210999999653,34.0,1305.0,True,20,0.8,200
371,62,0.6243076000000087,34.0,1326.0,True,20,0.8,200
372,63,0.6333457000000067,34.0,1347.0,True,20,0.8,200
373,64,0.6427732999999876,34.0,1368.0,True,20,0.8,200
374,65,0.6521346999999764,34.0,1389.0,True,20,0.8,200
375,66,0.6615128999999911,34.0,1410.0,True,20,0.8,200
376,67,0.6707776000000081,34.0,1431.0,True,20,0.8,200
377,68,0.6802796000000058,34.0,1452.0,True,20,0.8,200
378,69,0.6898331999999527,34.0,1473.0,True,20,0.8,200
379,70,0.6989939999999706,34.0,1494.0,True,20,0.8,200
380,71,0.7086069999999722,34.0,1515.0,True,20,0.8,200
381,72,0.7176385999999866,34.0,1536.0,True,20,0.8,200
382,73,0.7273890999999821,34.0,1557.0,True,20,0.8,200
383,74,0.7366482999999562,34.0,1578.0,True,20,0.8,200
384,75,0.7460942999999816,34.0,1599.0,True,20,0.8,200
385,76,0.7551969999999528,34.0,1620.0,True,20,0.8,200
386,77,0.7646338999999784,34.0,1641.0,True,20,0.8,200
387,78,0.7742164000000002,34.0,1662.0,True,20,0.8,200
388,79,0.7831751999999597,34.0,1683.0,True,20,0.8,200
389,80,0.7926808999999935,34.0,1704.0,True,20,0.8,200
390,81,0.8018900999999801,34.0,1725.0,True,20,0.8,200
391,82,0.8113078999999743,34.0,1746.0,True,20,0.8,200
392,83,0.8205798999999843,34.0,1767.0,True,20,0.8,200
393,84,0.8301588999999581,34.0,1788.0,True,20,0.8,200
394,85,0.8397594999999569,34.0,1809.0,True,20,0.8,200
395,86,0.848972099999969,34.0,1830.0,True,20,0.8,200
396,87,0.858618999999976,34.0,1851.0,True,20,0.8,200
397,88,0.8679096999999842,34.0,1872.0,True,20,0.8,200
398,89,0.8774852999999894,34.0,1893.0,True,20,0.8,200
399,90,0.8867849999999748,34.0,1914.0,True,20,0.8,200
400,91,0.8963440999999648,34.0,1935.0,True,20,0.8,200
401,92,0.9056870000000004,34.0,1956.0,True,20,0.8,200
402,93,0.9153215999999702,34.0,1977.0,True,20,0.8,200
403,94,0.9248245999999654,34.0,1998.0,True,20,0.8,200
404,95,0.9342972000000032,34.0,2019.0,True,20,0.8,200
405,96,0.9436564000000089,34.0,2040.0,True,20,0.8,200
406,97,0.9529339999999706,34.0,2061.0,True,20,0.8,200
407,98,0.9623279999999568,34.0,2082.0,True,20,0.8,200
408,99,0.9714936999999964,34.0,2103.0,True,20,0.8,200
409,100,0.9824644999999919,34.0,2124.0,True,20,0.8,200
410,101,0.992011199999979,34.0,2145.0,True,20,0.8,200
411,102,0.00045660000000680157,34.0,2166.0,True,20,0.8,200
412,103,0.014282100000002629,34.0,2187.0,True,20,0.8,200
413,104,0.030755999999996675,34.0,2208.0,True,20,0.8,200
414,105,0.045583399999998164,34.0,2229.0,True,20,0.8,200
415,106,0.06528559999998151,34.0,2250.0,True,20,0.8,200
416,107,0.079538800000023,34.0,2271.0,True,20,0.8,200
417,0,0.0014656999999829168,25.0,50.0,True,50,0.05,200
418,1,0.026710999999977503,37.0,102.0,True,50,0.05,200
419,2,0.03695449999997891,37.0,153.0,True,50,0.05,200
420,3,0.04719139999997424,37.0,204.0,True,50,0.05,200
421,4,0.05733149999997522,37.0,255.0,True,50,0.05,200
422,5,0.06671569999997473,37.0,306.0,True,50,0.05,200
423,6,0.07657139999997753,37.0,357.0,True,50,0.05,200
424,7,0.08594579999999041,37.0,408.0,True,50,0.05,200
425,8,0.09672810000000709,37.0,459.0,True,50,0.05,200
426,9,0.10748150000000578,37.0,510.0,True,50,0.05,200
427,10,0.11729639999998653,37.0,561.0,True,50,0.05,200
428,11,0.12748929999997927,37.0,612.0,True,50,0.05,200
429,12,0.1371936999999548,37.0,663.0,True,50,0.05,200
430,13,0.14720180000000482,37.0,714.0,True,50,0.05,200
431,14,0.15739459999997507,37.0,765.0,True,50,0.05,200
432,15,0.16701929999999265,37.0,816.0,True,50,0.05,200
433,16,0.17691839999997683,37.0,867.0,True,50,0.05,200
434,17,0.18714109999996253,37.0,918.0,True,50,0.05,200
435,18,0.19725039999997307,37.0,969.0,True,50,0.05,200
436,19,0.2078007999999727,37.0,1020.0,True,50,0.05,200
437,20,0.2176087999999936,37.0,1071.0,True,50,0.05,200
438,21,0.22768899999999803,37.0,1122.0,True,50,0.05,200
439,22,0.23732530000000907,37.0,1173.0,True,50,0.05,200
440,23,0.24744529999998122,37.0,1224.0,True,50,0.05,200
