,Iteration,Time,Fitness,FEvals,Restarts,max_iters,current_restart
255,97,0.015587099999947895,3782.8988828995784,263.0,10,300,1
256,98,0.01565979999998035,3782.8988828995784,264.0,10,300,1
257,99,0.015734199999997145,3782.8988828995784,265.0,10,300,1
258,100,0.01581019999991895,3782.8988828995784,266.0,10,300,1
259,101,0.015933199999949466,3782.8988828995784,267.0,10,300,1
260,102,0.016027199999939512,3782.8988828995784,268.0,10,300,1
261,103,0.01610399999992751,3782.8988828995784,269.0,10,300,1
262,104,0.01618909999990592,3782.8988828995784,270.0,10,300,1
263,105,0.016302799999948547,3782.8988828995784,271.0,10,300,1
264,106,0.016392599999903723,3782.8988828995784,272.0,10,300,1
265,107,0.016484199999922566,3782.8988828995784,273.0,10,300,1
266,108,0.016565299999911076,3782.8988828995784,274.0,10,300,1
267,109,0.01664359999995213,3782.8988828995784,275.0,10,300,1
268,110,0.016721899999993184,3782.8988828995784,276.0,10,300,1
269,111,0.01680989999999838,3782.8988828995784,277.0,10,300,1
270,112,0.01689079999994192,3782.8988828995784,278.0,10,300,1
271,113,0.01697039999999106,3782.8988828995784,279.0,10,300,1
272,114,0.01704959999995026,3782.8988828995784,280.0,10,300,1
273,115,0.01713629999994737,3782.8988828995784,281.0,10,300,1
274,116,0.017220299999962663,3782.8988828995784,282.0,10,300,1
275,117,0.017301799999927425,3782.8988828995784,283.0,10,300,1
276,118,0.017383300000005875,3782.8988828995784,284.0,10,300,1
277,119,0.017471599999907994,3782.8988828995784,285.0,10,300,1
278,120,0.01793899999995574,3782.8988828995784,286.0,10,300,1
279,121,0.018040199999973083,3782.8988828995784,287.0,10,300,1
280,122,0.018131799999991927,3782.8988828995784,288.0,10,300,1
281,123,0.018217999999933454,3782.8988828995784,289.0,10,300,1
282,1,0.010586399999965579,3653.3868831223594,290.0,10,300,2
283,2,0.01064089999999851,3678.6314362332437,292.0,10,300,2
284,3,0.010671799999954601,3678.6314362332437,293.0,10,300,2
285,4,0.0107005999999501,3704.2801955740883,295.0,10,300,2
286,5,0.01072969999995621,3728.6622206519696,297.0,10,300,2
287,6,0.010759399999983543,3750.7794364006313,299.0,10,300,2
288,7,0.010803000000009888,3750.7794364006313,300.0,10,300,2
289,8,0.010834399999907873,3750.7794364006313,301.0,10,300,2
290,9,0.01086479999992207,3772.724387500476,303.0,10,300,2
291,10,0.010895499999946878,3772.724387500476,304.0,10,300,2
292,11,0.010925899999961075,3772.724387500476,305.0,10,300,2
293,12,0.010957299999972747,3772.724387500476,306.0,10,300,2
294,13,0.010988599999905091,3772.724387500476,307.0,10,300,2
295,14,0.011020699999903627,3772.724387500476,308.0,10,300,2
296,15,0.011052899999981491,3772.724387500476,309.0,10,300,2
297,16,0.01108560000000125,3772.724387500476,310.0,10,300,2
298,17,0.011127699999974539,3772.724387500476,311.0,10,300,2
299,18,0.01116300000001047,3772.724387500476,312.0,10,300,2
300,19,0.01119729999993524,3772.724387500476,313.0,10,300,2
301,20,0.01123209999991559,3772.724387500476,314.0,10,300,2
302,21,0.0112667999999303,3772.724387500476,315.0,10,300,2
303,22,0.011302599999908125,3772.724387500476,316.0,10,300,2
304,23,0.011339199999952143,3772.724387500476,317.0,10,300,2
305,24,0.011375599999951191,3772.724387500476,318.0,10,300,2
306,25,0.011412800000016432,3772.724387500476,319.0,10,300,2
307,26,0.011458500000003369,3772.724387500476,320.0,10,300,2
308,27,0.011496899999997368,3772.724387500476,321.0,10,300,2
309,28,0.011535600000001978,3772.724387500476,322.0,10,300,2
310,29,0.011574399999972229,3772.724387500476,323.0,10,300,2
311,30,0.011613499999953092,3772.724387500476,324.0,10,300,2
312,31,0.011653199999955177,3772.724387500476,325.0,10,300,2
313,32,0.011693699999909768,3772.724387500476,326.0,10,300,2
314,33,0.011742099999992206,3772.724387500476,327.0,10,300,2
315,34,0.011789299999918512,3772.724387500476,328.0,10,300,2
316,35,0.011831400000005488,3772.724387500476,329.0,10,300,2
317,36,0.01187419999996564,3772.724387500476,330.0,10,300,2
318,37,0.011916899999960151,3772.724387500476,331.0,10,300,2
319,38,0.011959799999999632,3772.724387500476,332.0,10,300,2
320,39,0.012003299999946648,3772.724387500476,333.0,10,300,2
321,40,0.012047499999994216,3772.724387500476,334.0,10,300,2
322,41,0.01209999999991851,3772.724387500476,335.0,10,300,2
323,42,0.012144999999918582,3772.724387500476,336.0,10,300,2
324,43,0.012190699999905519,3772.724387500476,337.0,10,300,2
325,44,0.012236499999971784,3772.724387500476,338.0,10,300,2
326,45,0.012283099999990554,3772.724387500476,339.0,10,300,2
327,46,0.012330099999985578,3772.724387500476,340.0,10,300,2
328,47,0.012384599999904822,3772.724387500476,341.0,10,300,2
329,48,0.012434099999950377,3772.724387500476,342.0,10,300,2
330,49,0.012482999999974709,3772.724387500476,343.0,10,300,2
331,50,0.012531699999954071,3772.724387500476,344.0,10,300,2
332,51,0.012580799999909686,3772.724387500476,345.0,10,300,2
333,52,0.012630500000000211,3772.724387500476,346.0,10,300,2
334,53,0.012686899999948764,3772.724387500476,347.0,10,300,2
335,54,0.012740299999904892,3772.724387500476,348.0,10,300,2
336,55,0.012795099999948434,3772.724387500476,349.0,10,300,2
337,56,0.012847899999997026,3772.724387500476,350.0,10,300,2
338,57,0.012900199999990036,3772.724387500476,351.0,10,300,2
339,58,0.012965399999984584,3772.724387500476,352.0,10,300,2
340,59,0.013026299999978619,3772.724387500476,353.0,10,300,2
341,60,0.013081399999919086,3772.724387500476,354.0,10,300,2
342,61,0.013135699999907047,3772.724387500476,355.0,10,300,2
343,62,0.013190199999939978,3772.724387500476,356.0,10,300,2
344,63,0.013245099999949161,3772.724387500476,357.0,10,300,2
345,64,0.013300699999945209,3772.724387500476,358.0,10,300,2
346,65,0.013364499999966029,3772.724387500476,359.0,10,300,2
347,66,0.013421499999935804,3772.724387500476,360.0,10,300,2
348,67,0.013477799999918716,3772.724387500476,361.0,10,300,2
349,68,0.013536599999952159,3772.724387500476,362.0,10,300,2
350,69,0.013594199999943157,3772.724387500476,363.0,10,300,2
351,70,0.013658200000008947,3772.724387500476,364.0,10,300,2
352,71,0.013717799999994895,3772.724387500476,365.0,10,300,2
353,72,0.013781300000005103,3772.724387500476,366.0,10,300,2
354,73,0.01384379999990415,3772.724387500476,367.0,10,300,2
355,74,0.01390389999994568,3772.724387500476,368.0,10,300,2
356,75,0.013970599999993283,3772.724387500476,369.0,10,300,2
357,76,0.014074599999958082,3772.724387500476,370.0,10,300,2
358,77,0.014150499999914246,3772.724387500476,371.0,10,300,2
359,78,0.014216099999998733,3772.724387500476,372.0,10,300,2
360,79,0.014289799999914976,3772.724387500476,373.0,10,300,2
361,80,0.014356899999938832,3772.724387500476,374.0,10,300,2
362,81,0.014422399999943991,3772.724387500476,375.0,10,300,2
363,82,0.014487299999927927,3772.724387500476,376.0,10,300,2
364,83,0.014569100000016988,3772.724387500476,377.0,10,300,2
365,84,0.01465650000000096,3772.724387500476,378.0,10,300,2
366,85,0.014725899999916692,3772.724387500476,379.0,10,300,2
367,86,0.014798199999972894,3772.724387500476,380.0,10,300,2
368,87,0.014866299999994226,3772.724387500476,381.0,10,300,2
369,88,0.014940999999907945,3772.724387500476,382.0,10,300,2
370,89,0.015013299999964147,3772.724387500476,383.0,10,300,2
371,90,0.015081599999916762,3772.724387500476,384.0,10,300,2
372,91,0.015150199999993674,3772.724387500476,385.0,10,300,2
373,92,0.015225299999997333,3772.724387500476,386.0,10,300,2
374,93,0.015297099999997954,3772.724387500476,387.0,10,300,2
375,94,0.015367399999945519,3772.724387500476,388.0,10,300,2
376,95,0.015437499999961801,3772.724387500476,389.0,10,300,2
377,96,0.015507500000012442,3772.724387500476,390.0,10,300,2
378,97,0.015587099999947895,3772.724387500476,391.0,10,300,2
379,98,0.01565979999998035,3772.724387500476,392.0,10,300,2
380,99,0.015734199999997145,3772.724387500476,393.0,10,300,2
381,100,0.01581019999991895,3772.724387500476,394.0,10,300,2
382,101,0.015933199999949466,3772.724387500476,395.0,10,300,2
383,102,0.016027199999939512,3772.724387500476,396.0,10,300,2
384,103,0.01610399999992751,3772.724387500476,397.0,10,300,2
385,104,0.01618909999990592,3772.724387500476,398.0,10,300,2
386,105,0.016302799999948547,3772.724387500476,399.0,10,300,2
387,106,0.016392599999903723,3772.724387500476,400.0,10,300,2
388,107,0.016484199999922566,3772.724387500476,401.0,10,300,2
389,108,0.016565299999911076,3772.724387500476,402.0,10,300,2
390,109,0.01664359999995213,3772.724387500476,403.0,10,300,2
391,1,0.010586399999965579,3725.8949009237676,405.0,10,300,3
392,2,0.01064089999999851,3725.8949009237676,406.0,10,300,3
393,3,0.010671799999954601,3725.8949009237676,407.0,10,300,3
394,4,0.0107005999999501,3725.8949009237676,408.0,10,300,3
395,5,0.01072969999995621,3725.8949009237676,409.0,10,300,3
396,6,0.010759399999983543,3725.8949009237676,410.0,10,300,3
397,7,0.010803000000009888,3725.8949009237676,411.0,10,300,3
398,8,0.010834399999907873,3725.8949009237676,412.0,10,300,3
399,9,0.01086479999992207,3725.8949009237676,413.0,10,300,3
400,10,0.010895499999946878,3725.8949009237676,414.0,10,300,3
401,11,0.010925899999961075,3725.8949009237676,415.0,10,300,3
402,12,0.010957299999972747,3725.8949009237676,416.0,10,300,3
403,13,0.010988599999905091,3725.8949009237676,417.0,10,300,3
404,14,0.011020699999903627,3725.8949009237676,418.0,10,300,3
405,15,0.011052899999981491,3725.8949009237676,419.0,10,300,3
406,16,0.01108560000000125,3725.8949009237676,420.0,10,300,3
407,17,0.011127699999974539,3725.8949009237676,421.0,10,300,3
408,18,0.01116300000001047,3725.8949009237676,422.0,10,300,3
409,19,0.01119729999993524,3725.8949009237676,423.0,10,300,3
410,20,0.01123209999991559,3725.8949009237676,424.0,10,300,3
411,21,0.0112667999999303,3725.8949009237676,425.0,10,300,3
412,22,0.011302599999908125,3725.8949009237676,426.0,10,300,3
413,23,0.011339199999952143,3725.8949009237676,427.0,10,300,3
414,24,0.011375599999951191,3725.8949009237676,428.0,10,300,3
415,25,0.011412800000016432,3725.8949009237676,429.0,10,300,3
416,26,0.011458500000003369,3725.8949009237676,430.0,10,300,3
417,27,0.011496899999997368,3725.8949009237676,431.0,10,300,3
418,28,0.011535600000001978,3725.8949009237676,432.0,10,300,3
419,29,0.011574399999972229,3725.8949009237676,433.0,10,300,3
420,30,0.011613499999953092,3725.8949009237676,434.0,10,300,3
421,31,0.011653199999955177,3725.8949009237676,435.0,10,300,3
422,32,0.011693699999909768,3725.8949009237676,436.0,10,300,3
423,33,0.011742099999992206,3725.8949009237676,437.0,10,300,3
424,34,0.011789299999918512,3725.8949009237676,438.0,10,300,3
425,35,0.011831400000005488,3725.8949009237676,439.0,10,300,3
426,36,0.01187419999996564,3725.8949009237676,440.0,10,300,3
427,37,0.011916899999960151,3725.8949009237676,441.0,10,300,3
428,38,0.011959799999999632,3725.8949009237676,442.0,10,300,3
429,39,0.012003299999946648,3725.8949009237676,443.0,10,300,3
430,40,0.012047499999994216,3725.8949009237676,444.0,10,300,3
431,41,0.01209999999991851,3725.8949009237676,445.0,10,300,3
432,42,0.012144999999918582,3725.8949009237676,446.0,10,300,3
433,43,0.012190699999905519,3725.8949009237676,447.0,10,300,3
434,44,0.012236499999971784,3725.8949009237676,448.0,10,300,3
435,45,0.012283099999990554,3725.8949009237676,449.0,10,300,3
436,46,0.012330099999985578,3725.8949009237676,450.0,10,300,3
437,47,0.012384599999904822,3725.8949009237676,451.0,10,300,3
